title,votes,num_answer,views,tags,accepted,q_time,ac_ans_time,ua,users
Eclipse/Java code completion not working,652,25,454k,java eclipse ide ,True,2009-05-26T00:43:45,2009-05-26T04:24:53,False,"['Robert Brown', 'VonC', 'hoipolloi', 'Hoa Vu', 'Peter Butkovic', 'Mona', 'user1889970', 'Marc', 'Elroy Flynn', 'Nirmal Mangal', 'Aaron', 'asifaftab87', 'Witold Kaczurba', 'theRiley', 'Togepi', 'Bill Snee', 'arnehehe', 'Naor Bar', 'Lova Chittumuri', 'Tom Orsi', 'ilinca', 'Jarekczek', 'tete', 'Noumenon', 'Robert']"
What exactly is Spring Framework for? [closed],652,17,287k,java spring frameworks ,True,2009-06-30T04:25:00,2009-06-30T16:04:00,False,"['Maksim', 'Maksim', 'victor hugo', 'Priyank', 'Alireza Fattahi', 'Ash', 'Johan', 'karstensrage', 'bpapa', 'Tom De Leu', 'stevedbrown', 'Sumit Pokhrel', 'Nikolas Charalambidis', 'Premraj', 'fastcodejava', 'Pablojim', 'Jacek Cz', 'Witold Kaczurba', 'pratik deshai']"
What is this date format? 2011-08-12T20:17:46.384Z,650,12,796k,java date time format simpledateformat ,True,2011-12-06T18:45:57,2011-12-06T18:49:10,False,"['Sarah Vessels', 'Jon Skeet', 'Basil Bourque', 'smparkes', 'VeryLazyBoy', 'Arvind Kumar Avinash', 'rahulrvp', 'Mayank PATEl', 'Firma 777', 'Salih Kesepara', 'Lijo', 'Gapmeister66', 'spencemw']"
java.util.Date to XMLGregorianCalendar,649,10,674k,java xml date xmlgregoriancalendar ,True,2009-05-07T17:05:03,2019-05-26T11:57:20,True,"['mac', 'Ben Noland', 'Nuno Furtado', 'Ole V.V.', 'sasuke', 'Chris Knight', 'khylo', 'Daniel K.', 'KarlP', 'Akash', 'Orhan ERDOGAN']"
How to build JARs from IntelliJ IDEA properly?,649,23,848k,java intellij-idea build jar artifact ,True,2009-07-04T17:05:35,2011-02-04T18:06:11,False,"['Vugluskr', 'Gary']"
What's the difference between ConcurrentHashMap and Collections.synchronizedMap(Map)?,646,19,348k,java dictionary concurrency ,True,2009-02-04T09:22:46,2009-02-04T09:32:57,False,"['Henning', 'Yuval Adam', 'Sergii Shevchyk', 'Michael Borgwardt', 'PixelsTech', 'Bill Michell', 'Ramesh Papaganti', 'Satish', 'Zach Scrivena', 'eljenso', 'Raj', 'Sumanth Varada', 'Premraj', 'starblue', 'hi.nitish', 'Shivam Maharshi', 'Kounavi', 'infoj', 'Oleg Poltoratskii', 'Eugene']"
Create instance of generic type in Java?,646,29,585k,java generics ,False,2008-09-16T18:04:28,No ac,False,"['David Citron', 'Justin Rudd', 'Daniel Pryden', 'noah', 'Tom Hawtin - tackline', 'Lars Bohl', 'R2D2M2', 'user177800', 'Sergiy Sokolenko', 'Ingo', 'Ira', 'Mike Stone', 'jb.', 'Neepsnikeep', 'Jaroslav Smid', 'Se Song', 'cacheoff', 'Luigi R. Viggiano', 'Amio.io', 'Sudhanshu Jain', 'Jonathan', 'Adam Rosenfield', 'Pavel Feldman', 'Rachid', 'Bogdan Veliscu', 'Alexandr', 'Braian Coronel', 'michal.jakubeczy', 'Vahid Hassani', 'Roald']"
Should I always use a parallel stream when possible?,645,6,230k,java parallel-processing java-8 java-stream ,True,2013-12-04T12:17:46,2013-12-04T12:37:54,False,"['Matsemann', 'Matsemann', 'JB Nizet', 'Brian Goetz', 'Ram Patra', 'ruhong', 'tkruse', 'Roman Sinyakov']"
Get generic type of class at runtime,644,30,813k,java generics reflection ,False,2010-08-04T08:44:44,No ac,False,"['Glenn', 'Henning', 'FrVaBe', 'ewernli', 'Cody A. Ray', 'josefx', 'Joeri Hendrickx', 'Ali Yeganeh', 'Moesio', 'Dimitar', 'Ondrej Bozek', 'DaBlick', 'PJWeisberg', 'Matthias M', 'Yaroslav Kovbas', 'andrewmu', 'Paul92', 'Pablo Trinidad', 'galex', 'Lin Yu Cheng', 'HRgiger', 'PetermaxX', 'CoolMind', 'Odwori', 'kayz1', 'scruel', 'Shtefan', 'Bonestack', 'jhyry-gcpud', 'TheLetch', 'Mark Karchner']"
Downloading Java JDK on Linux via wget is shown license page instead,642,30,537k,java linux installation wget ,True,2012-04-22T14:03:10,2012-06-09T09:21:56,False,"['thejartender', 'Eric Kamara', 'Det', 'Andrew Gilmartin', 'jdrews', 'sorin', 'JPG', 'Jason Xu', 'thejartender', 'Cole Stanfield', 'Hiro2k', 'Kai', 'U880D', 'tfewster', 'Benjen', 'mogsie', 'vvardhanz', 'ILMostro_7', 'ssgao', 'Fabio Bonfante', 'aventurin', 'Роман В', 'Stats_Lover', 'Walterwhites', 'AnJia', 'EvilKittenLord', 'HereToLearn', 'krishnakeshan', 'The Billionaire Guy', 'nmeegama', 'jacktrades']"
How to convert comma-separated String to List?,641,28,1.2m,java string collections split ,True,2011-09-20T16:40:02,2011-09-20T16:42:47,False,"['Jame', 'AlexR', 'ColinD', 'duffymo', 'Manu', 'YoYo', 'Arvindvp6', 'Jason Wheeler', 'Ishara', 'corsiKa', 'Srinivasan.S', 'Brad Parks', 'ognjenkl', 'akhil_mittal', 'Filippo Lauria', 'sivareddy963', 'Saket', 'anoop ghildiyal', 'Julien Kronegg', 'Aviroop Sanyal', 'deepu kumar singh', 'Jan Stanicek', 'Nenad Bulatović', 'Vijendra patidar', 'Du-Lacoste', 'user19937169', 'Farzan.S', 'Ajay Kumar', 'jonsi']"
Java 8 Distinct by property,641,34,529k,java collections java-8 java-stream distinct-values ,True,2014-05-16T15:40:12,2015-01-10T04:28:32,False,"['RichK', 'Stuart Marks', ""wha'eve'"", 'nosid', 'Santhosh', 'josketres', 'frhack', 'Saeed Zarinfam', 'Alex', 'Craig P. Motlin', 'Enginer', 'uneq95', 'Wojciech Górski', 'Mateusz Rasiński', 'Naveen Dhalaria', 'Guillaume Cornet', 'Tomasz Linkowski', 'Apar', 'Andrew Novitskyi', 'Abhinav Ganguly', 'saran3h', 'Holger', 'Ravikumar', 'Sourav Sharma', 'Rafael Winterhalter', 'Garrett Smith', 'Aliaksei Yatsau', 'Akanksha gore', 'Kache', 'Flavio Oliva', 'Евгений Трахимович']"
Can you find all classes in a package using reflection?,638,29,506k,java reflection package ,True,2009-02-06T13:43:16,2009-02-06T13:47:57,False,"['Jonik', 'Staale', 'Aleksander Blomskøld', 'user59634', 'Christoph Leiter', 'voho', 'BrainStone', 'Luke Hutchison', 'Williams López', 'Sławek', 'tirz', 'Nathan B', 'Dave Dopson', 'Sujal Mandal', 'Black', 'Danubian Sailor', 'Martín C', 'Eric', 'bhdrkn', 'Thorsten', 'botenvouwer', 'lost.sof', 'Lawrence Dol', 'Maroun', 'Muskovets', 'Patrick Hechler', 'Maksim Kostromin', 'ognjenkl', 'Rodney P. Barbati', 'Marko']"
"What's the difference between getPath(), getAbsolutePath(), and getCanonicalPath() in Java?",638,6,416k,java ,True,2009-07-08T16:53:51,2009-07-08T17:11:23,False,"['knt', 'nos', 'dave4351', 'Lawrence Dol', 'Rich Seller', 'butterchicken', 'Matthew Wise']"
Android changing Floating Action Button color,637,27,464k,java android android-5.0-lollipop floating-action-button ,True,2015-06-21T21:20:22,2015-07-02T08:24:59,False,"['Jjang', 'Marko', 'ywwynm', 'HenriqueMS', 'ergo', 'Ashana.Jackol', 'tachyonflux', 'Reza Isfandyari', 'luca992', 'Robin Davies', 'Gabriele Mariotti', 'Vijet Badigannavar', 'Kishore Reddy', 'Gaurav Kumar Gupta', 'Purvik Rana', 'Gavine Joyce', 'Jan Málek', 'Tom', 'Jwala Kumar', 'sana sajjad', 'Nidia F.', 'PeterPazmandi', 'fullmoon', 'Mori', 'Progga Ilma', 'Diego Souza', 'passionatedevops', 'thevikasnayak']"
How to get the path of a running JAR file?,636,33,603k,java path jar executable-jar ,True,2008-11-26T12:30:38,2008-11-26T12:50:03,False,"['Thiago Chaves', 'Zarkonnen', 'Fab', 'ctrueden', 'Benny Code', 'Jon Skeet', 'mat_boy', 'Dmitry Trofimov', 'White_King', 'Charlie', 'Zon', 'phchen2', 'F.O.O', 'lviggiani', 'Jelle den Burger', 'Mehdi', 'Denton', 'TheGreatPsychoticBunny', 'Max Heiber', 'bacup lad', 'ZZZ', 'DragonGamer', 'Blarzek', 'Jairo Martínez', 'Alexander', 'Fahad Alkamli', 'Devxln', 'GOXR3PLUS', 'John Lockwood', 'Vasu', 'NoSegfault']"
Is it possible to use Java 8 for Android development?,631,28,295k,java android java-8 android-gradle-plugin ,True,2014-04-27T00:40:43,2014-04-27T01:10:12,True,"['nPn', 'ekcr1', 'Eng. Samer T', 'Sufiyan Ghori', 'user4774371', 'sivi', 'chaqke', 'Dhaval Jivani', 'Jason', 'Vishal Raj', 'Idolon', 'Khemraj Sharma', 'nPn', 'asozcan', 'Ahmad Aghazadeh', 'stamanuel', 'Ajay S', 'YuvrajsinhJadeja', 'Tyler', 'Farbod Salamat-Zadeh', 'BlackHatSamurai', 'nPn', 'Richard', 'Fio', 'Bora Savkar', 'Himesh Perera', 'zackygaurav', 'Bijay Budhathoki', 'PRANAV SINGH']"
Can we instantiate an abstract class?,627,16,316k,java oop class object abstract ,True,2012-12-02T16:01:58,2012-12-02T16:04:01,False,"['Ravi', 'Ravi', 'Rohit Jain', 'JB Nizet', 'Ioan', 'ncenerar', 'user918477', 'Mixcels', 'Abhishek_Mishra', 'Glen Best', 'iTech', 'Priyankara', 'vikas agrahari', 'Kas', 'Picrochole', 'Eddy', 'Ketan G', 'Jency']"
Type List vs type ArrayList in Java [duplicate],625,15,462k,java list interface decoupling ,True,2010-02-17T07:40:13,2010-02-17T07:46:11,False,"['kji', 'kgiannakakis', 'Stephen C', 'Maxim Shoustin', 'catch23', 'Denis Kutlubaev', 'mazatwork', 'True Soft', 'raudi', 'Pavel Vyazankin', 'akhil_mittal', 'Xar-e-ahmer Khan', 'toxicafunk', 'Hans Westerbeek', 'extraneon', 'Acuna']"
"When to use: Java 8+ interface default method, vs. abstract method",625,16,160k,java interface java-8 abstract-class default-method ,True,2013-11-15T10:06:01,2013-11-15T10:24:58,False,"['Narendra Pathai', 'Marko Topolnik', 'Vadym Vasyliev', 'Masudul', 'Sufiyan Ghori', 'akhil_mittal', 'Andrey Chaschev', 'Umar Tahir', 'Ravindra babu', 'kiriloff', 'Nicolas Zozol', 'Ahmad Sanie', 'Manish Sahni', 'anik', 'johnnyodonnell', 'Alferd Nobel', 'mentallurg']"
"How to convert Milliseconds to ""X mins, x seconds"" in Java?",623,29,662k,java time ,True,2009-03-09T08:41:06,2009-03-09T10:01:19,False,"['Ali', 'siddhadev', 'Brent Writes Code', 'Damien', 'Vitalii Fedorenko', 'Bombe', 'Thilo', 'cadrian', 'fredcrs', 'icza', 'Jose Tepedino', 'Xtera', 'dogbane', 'Kaaveh Mohamedi', 'MikeFHay', 'Shohan Ahmed Sijan', 'Pradeep', 'user85421', 'Reda Bouaichi', 'Fathah Rehman P', 'Ole V.V.', 'John', 'Gourav Singla', 'Jared Rummler', 'Hexise', 'Sebastien Lorber', 'TOUDIdel', 'derpdewp', 'bitstream', 'Aramis Rodríguez Blanco']"
"ArithmeticException: ""Non-terminating decimal expansion; no exact representable decimal result""",622,9,450k,java bigdecimal arithmeticexception ,True,2011-01-04T06:34:37,2011-01-04T06:37:35,False,"['Jason', 'DVK', 'David Bullock', 'MindBrain', 'Prahlad', 'Alex Montenegro1987', 'Jorge Santos Neill', 'Poorna Chander', 'Ojda', 'Anh Ta']"
Why should Java 8's Optional not be used in arguments,622,26,278k,java java-8 option-type ,True,2015-08-10T14:58:00,2015-08-10T15:08:40,False,"['Neil Stevens', 'Joop Eggen', 'Gili', 'Mark Perry', 'drew', 'Makoto', 'llogiq', 'Xiaolong', 'Dmitrii Semikin', 'Steve B.', 'gpilotino', 'Eddy', 'Mike Nakis', 'Pau', 'low_key', 'Danil Gaponov', 'Macchiatow', 'Blair', 'Kieran', 'Swaraj Yadav', 'Torsten', 'speedogoo', 'MiguelMunoz', 'Ali', 'Whimusical', 'Chris Happy', 'Jean Spector']"
How do I programmatically determine operating system in Java?,621,22,458k,java operating-system ,True,2008-10-23T03:47:05,2008-10-23T03:48:47,False,"['karlgrz', 'C. K. Young', 'Leif Carlsen', 'VonC', 'Wolfgang Fahl', 'Ihor Rybak', 'Memin', 'Nikesh Jauhari', 'Kamidu', 'Alex Miller', 'Nafeez Quraishi', 'Theikon', 'PAA', 'Hristo Stoyanov', 'Richard Harrison', 'Vishal Chaudhari', 'TacB0sS', 'Kirill Gamazkov', 'ShinnedHawks', 'Vladimir Vaschenko', 'itro', 'nima', 'ShahzadIftikhar']"
What are the best use cases for Akka framework [closed],621,12,178k,java scala asynchronous akka ,True,2010-12-20T19:15:54,2010-12-20T22:17:33,False,"['StaxMan', 'Raymond Roestenburg', 'Viktor Klang', 'Wade Arnold', 'piotrga', 'Luciano Fiandesio', 'tylerweir', 'rossputin', 'Joa Ebert', 'sutanu dalui', 'Matthias L. Jugel', 'Arseniy Zhizhelev', 'Daniel Ribeiro']"
JPA JoinColumn vs mappedBy,618,9,597k,java hibernate jpa orm ,True,2012-08-13T16:17:29,2012-08-13T17:10:55,True,"['Mike', 'Mike', 'Óscar López', 'Mike', 'Vlad Mihalcea', 'IqbalHamid', 'Soumyaansh', 'Snekse', 'Vinjamuri Satya Krishna', 'Bruno Ranschaert', 'Chaman Jain']"
Update Eclipse with Android development tools v. 23,618,43,230k,java android eclipse adt ,True,2014-06-26T18:21:46,2014-06-27T15:35:10,True,"['greywolf82', 'Daniel', 'greywolf82', 'dennisdrew', 'Kartheek Sarabu', 'wi1', 'Arsalan Mehmood', 'rupesh', 'Rajat Sharma', 'Hermann Schwarz', 'bond', 'Luke Deighton', 'Hrushikesh', 'Biljana', 'Alécio Carvalho', 'Andong Zhan', 'Ashwin', 'Derek Gogol', 'Ansh', 'Dante', 'Aman Alam', 'danny117', 'stevyhacker', 'paulgavrikov', 'RED_', 'Samuel Côté', 'defim', 'Aldo Israel', 'TurKorsaN', 'Carlos F', 'Vamsi Challa']"
What issues should be considered when overriding equals and hashCode in Java?,617,11,604k,java overriding equals hashcode ,True,2008-08-26T08:50:26,2008-08-26T09:12:42,False,"['Matt Sheppard', 'Johannes Brodwall', 'Ran Biron', 'Kevin Wong', 'Eugene', 'Luna Kong', 'erickson', 'Johannes Schaub - litb', 'rohan kamat', 'Khaled.K', 'Darren Greaves']"
How do I count the number of occurrences of a char in a String?,616,48,994k,java string ,True,2008-11-09T14:07:09,2009-11-29T22:23:07,True,"['Bart', 'Andreas Wederbrand', 'Cowan', 'Slava Vedenin', 'Jon Skeet', 'PhiLho', 'Mladen Prajdic', 'fubo', 'mlchen850622', 'Peter Lawrey', 'Yonatan Maman', '0xCAFEBABE', 'Jon Skeet', 'KannedFarU', 'Tom Hawtin - tackline', 'Alexis C.', 'gil.fernandes', 'Amar Magar', 'Benny Code', 'user496208', 'user3322553', 'Saharcasm', 'Hardest', 'tcurdt', 'kassim', 'Christoph Zabinski', 'Donald Raab', 'IonKat', 'Piskvor left the building', 'Stephen Denne', 'Darryl Price']"
Does Java have support for multiline strings?,615,43,728k,java string multiline ,False,2009-05-18T16:28:47,No ac,False,[]
.war vs .ear file,614,9,379k,java jakarta-ee deployment ,True,2009-10-20T13:38:28,2009-10-20T13:45:25,True,"['ria', 'Rutesh Makhijani', 'elhoim', 'David Rabinowitz', 'paxdiablo', 'Joby Wilson Mathews', 'Kanad', 'Mark', 'user1884500', 'Ashish Kamble']"
When should I use File.separator and when File.pathSeparator?,613,3,471k,java file path-separator ,False,2011-05-12T00:08:19,No ac,False,"['icnhzabot', 'user489041', 'foxt7ot', 'Karthik Ramachandran']"
Why is there no SortedList in Java?,612,13,630k,java sorting collections ,True,2012-01-04T10:35:53,2012-01-04T10:41:01,False,"['Jijoy', 'Spoike', 'Michael Borgwardt', 'SJuan76', 'Premraj', 'swpalmer', 'Jim Pekarek', 'Ingo', 'Costi Ciudatu', 'Marcono1234', 'Syam', 'Rajesh Gupta', 'Vitaly Sazanovich', 'Mohit Shukla']"
Java 8 Lambda function that throws exception?,612,27,479k,java lambda java-8 ,True,2013-08-12T23:16:36,2013-08-12T23:33:18,False,"['Rocky Pulley', 'jason', 'jlb', 'Ned Twigg', 'assylias', 'Adam R. Nelson', 'Daniel Dietrich', 'myui', 'JohnnyO', 'SeregaLBN', 'PaoloC', 'Sergio', 'TriCore', 'justin.hughey', 'yohan', 'fge', 'Arpit Aggarwal', 'Stephen Paul', 'micha', 'John McClean', 'mmounirou', 'Vinay Prajapati', 'lbenedetto', 'Rodney P. Barbati', 'ahll', 'qoomon', 'Stephan Zehnder', 'Franky Knuckels']"
Check if at least two out of three booleans are true,606,65,197k,java boolean boolean-logic ,True,2010-06-19T15:46:02,2010-06-19T15:46:35,False,[]
View's getWidth() and getHeight() returns 0,606,28,404k,java android android-layout getter ,True,2010-08-28T17:47:02,2010-08-29T09:26:59,True,"['ngreenwood6', 'Patrick', 'Sana', 'CommonsWare', 'Tim Autin', 'sulu.dev', 'kerem yokuva', 'Ayaz Alifov', 'Vlad', 'Renetik', 'Ehsan Nokandi', 'Odys', 'Pepijn', 'Shivam Yadav', 'Hitesh Sahu', 'pavelperc', 'Mahmoud Mabrok', 'Muhammad Rio', 'PRANAV SINGH', 'user5698345', 'Artem Botnev', 'Warm Man', 'NickUnuchek', 'Mürsel ŞAHİN', 'dma123', 'Vasiliy', 'Matt Grier', 'D. Kupra', 'Владислав Шестернин']"
Why do I get an UnsupportedOperationException when trying to remove an element from a List?,605,17,603k,java exception list arraylist ,True,2010-06-03T12:08:43,2010-06-03T12:19:15,False,"['Pentium10', 'polygenelubricants', 'Nick Orton', 'Roman', 'Pierre', 'Salim Hamidi', 'Sachin Gowda', 'Andreas Dolk', 'Dimitris Andreou', 'Mayank Gupta', 'ZZ 5', 'Karthik Kompelli', 'Sameer Kazi', 'Venkat', 'Roushan Kumar', 'BruceWayne', 'Gagandeep Singh', 'Bhagyashree Nigade']"
How to determine an object's class?,604,13,806k,java inheritance ,True,2009-02-12T15:18:24,2009-02-12T15:21:19,False,"['carrier', 'IAdapter', 'Bill the Lizard', 'icza', 'Johannes Weiss', 'Yuval Adam', 'user1884500', 'Andreas Petersson', 'Alon Gouldman', 'Saurabh Verma', 'Frank Liu', 'Udesh', 'garawaa garawaa', 'Ahmed Salem']"
How can I tell if I'm running in 64-bit JVM or 32-bit JVM (from within a program)?,604,13,724k,java jvm java-native-interface 64-bit 32-bit ,True,2010-01-14T03:38:29,2010-01-14T03:44:31,True,"['BobMcGee', 'gpampara', 'codaddict', 'Sedat Kilinc', 'bryantsai', 'dim', 'jawsnnn', 'Anthony Hayward', '鹞之神乐', 'Fabian Knapp', 'zomega', 'user1364368', 'Zuko', 'BullyWiiPlaza']"
Converting between java.time.LocalDateTime and java.util.Date,603,9,619k,java datetime java-8 java-time ,True,2013-10-17T15:40:54,2014-05-27T09:36:14,False,"['Knut Arne Vedaa', 'JodaStephen', 'Petrychenko', 'Lukasz Czerwinski', 'joe-mojo', 'dizzy', 'humazed', 'Knut Arne Vedaa', 'Akhil S Kamath']"
How to convert an Iterator to a Stream?,603,10,316k,java iterator java-8 ,True,2014-07-01T13:05:15,2014-07-01T13:29:33,False,"['gontard', 'assylias', 'numéro6', 'Matan', 'PhilipRoman', 'Bassem Reda Zohdy', 'sneha', 'Marinos An', 'aksh1618', 'Chavi', 'Israel C. S. Rocha']"
How to nicely format floating numbers to string without unnecessary decimal 0's,602,29,813k,java string floating-point format double ,True,2009-03-31T22:54:29,2013-01-02T17:52:01,False,"['Pyrolistical', 'JasonD', 'Jeremy Slade', 'JBE', 'Valeriu Paloş', 'Rok Strniša', 'Fernando Gallego', 'fop6316', 'Ahmed Mihoub', 'Pyrolistical', 'vlazzle', 'Bialy', 'Hossein Hajizadeh', '18446744073709551615', 'Hiep', 'kamal', 'Spotted', 'Taras Lozovyi', 'keisar', 'oxied', 'holmis83', 'Tenten Ponce', 'android developer', 'ShAkKiR', 'djmj', 'Mahbubur Rahman Khan', 'pogo', 'Martin Klosi', 'sethu', 'Kadi']"
Is there anything like .NET's NotImplementedException in Java?,602,6,187k,java .net exception ,True,2010-02-24T20:44:28,2010-02-24T20:48:04,False,"['devoured elysium', 'Ravi Wallau', 'Chris Dail', 'Ready4Android', 'Jens Bannmann', 'Dormouse', 'Ian Boyd']"
Uncatchable ChuckNorrisException,602,17,32k,java exception aop ,True,2012-12-14T17:05:39,2012-12-14T17:27:27,False,"['Max Charas', 'jtahlborn', 'Mike G', 'Korgen', 'Nathan Hughes', 'fluffy', 'mirelon', 'Wildfire', 'Peter Lawrey', 'VolatileDream', 'kriegaex', 'Hans-Peter Störr', 'usr-local-ΕΨΗΕΛΩΝ', 'Thomas Eding', 'Jay', 'supercat', 'dst', 'Demi']"
Multiple line code example in Javadoc comment,600,18,248k,java html javadoc ,True,2009-02-12T15:52:42,2009-02-12T16:26:42,False,"['Mark', 'Fabian Steeg', 'Christoph Naber', 'Steve B.', 'Zach Scrivena', 'Rule', 'Jin Kwon', 'MC Emperor', 'bitsdanceforme', 'Nolequen', 'mljrg', 'Tamas', 'user1050755', 'ifeegoo', 'Edwin', 'Manuel Jordan', 'Jarek Przygódzki', 'Venryx', 'Eugene_CD-adapco']"
When would you use the Builder Pattern? [closed],599,13,275k,java design-patterns builder ,True,2008-11-30T05:41:23,2008-11-30T05:51:16,True,"['Charles Graham', 'Aaron', 'Tetha', 'JoshBerke', 'dssfsdf', 'Pavel Lechev', 'Cameron MacFarland', 'Dustin', 'Nitin', 'Ken Gentle', 'Lino Rosa', 'Raman Zhylich', 'wasker', 'John Brown']"
How to make an Android device vibrate? with different frequency?,597,14,410k,java android kotlin vibration android-vibration ,True,2012-12-19T10:32:05,2012-12-19T10:33:24,False,"['Billie', 'Paresh Mayani', 'Liam George Betsworth', 'Hitesh Sahu', 'Yogesh Umesh Vaity', 'Atul O Holic', 'mklopfer', 'Yogesh Umesh Vaity', 'Maksim Ivanov', 'Sivagami Nambi', 'Mahendra Liya', 'dondondon', 'Ahmad', 'Sarun1001', 'Prakhar Gupta']"
Convert Set to List without creating new List,595,15,1.1m,java performance list set ,True,2012-01-17T09:40:05,2012-01-17T09:43:39,False,"['Muhammad Imran Tariq', 'amit', 'zengsn', 'chaiyachaiya', 'rajadilipkolli', 'Basheer AL-MOMANI', 'beatngu13', 'Jerome L', 'Saïd', 'Daniel Avery', 'akhil_mittal', 'thomas.adamjak', 'Stand Yang', 'Karthic.K', 'cdalxndr', 'Muhammad Imran Tariq']"
Can enums be subclassed to add new elements?,595,15,439k,java enums ,True,2009-09-12T09:50:03,2009-09-12T09:53:04,False,"['Mike', 'Jon Skeet', 'Tom Hawtin - tackline', 'JodaStephen', 'ChrisCantrell', 'Waldemar Wosiński', 'Guillaume Husta', 'Juan Pablo G', 'Laurent Caillette', 'Khaled Lela', 'sulai', 'Guillaume Robbe', 'user2543191', 'dsummersl', 'Dr4gon', 'Matthias Ronge']"
Error - trustAnchors parameter must be non-empty,594,46,890k,java hudson jakarta-mail jenkins ,True,2011-07-22T00:35:02,2011-07-22T10:28:31,False,"['David Gill', 'user207421', 'Mikael Gueck', 'Michael Condouris', 'shvahabi', 'Adam Plumb', 'Peter Kriens', 'yvesr', 'KiwiMartin', 'Johnny', 'razvanone', 'ericek111', 'muttonUp', 'raisercostin', 'Freddy Boucher', 'steveoams', 'dmatej', 'Robert Hunt', 'Mossroy', 'Salman', 'JRichardsz', 'John Deverall', 'Partly Cloudy', 'Gabriel Cséfalvay', 'Gus Calca', 'ak1', 'Divyesh Kalbhor', 'Stevey', 'Mike', 'Christian Bartram', 'rdupz']"
Convert java.util.Date to java.time.LocalDate,594,14,588k,java datetime java-8 java-time ,True,2014-01-20T19:06:42,2014-01-20T19:06:42,False,"['JodaStephen', 'JodaStephen', 'JodaStephen', 'Oliv', 'ceklock', 'dhalsim2', 'Gustavo', 'Sahil Chhabra', 'Sheldon Wei', 'Arun Raaj', 'MTB', '宏杰李', 'Ole V.V.', 'rogerio_gentil', 'Lawrence', 'estevamdf']"
How to convert Java String into byte[]?,594,8,1.2m,java arrays string ,True,2013-09-02T10:40:20,2013-09-02T10:46:04,False,"['Mkl Rjv', 'Stewart', 'Prabhakaran Ramaswamy', 'Bhavesh', 'Ankur Shanbhag', 'Vimal Bera', 'Lucas Hoepner', 'Favnir Liorenth', 'Yardack']"
Hibernate throws MultipleBagFetchException - cannot simultaneously fetch multiple bags,593,18,458k,java hibernate jpa one-to-many bag ,True,2010-12-02T12:28:19,2010-12-02T13:30:30,False,"['blow', 'Bozho', 'Ahmad Zyoud', 'Dave Richardson', 'Vlad Mihalcea', 'Javier', 'Prateek Singh', 'Massimo', 'Felipe Cadena', 'Mike Dudley', 'user10812734', 'JAD', 'alxkudin', 'prisar', 'WesternGun', 'Antonio Petricca', 'Karen Hechter', 'Mario B', 'leee41']"
What are enums and why are they useful?,593,27,382k,java enums ,True,2011-01-17T00:58:45,2011-01-17T01:09:37,False,"['MatBanik', 'sleske', 'Gene', 'Costi Ciudatu', 'orangepips', 'CoolBeans', 'James P.', 'afsantos', 'Premraj', 'Ad Infinitum', 'tinker_fairy', 'sErVerdevIL', 'abishkar bhattarai', 'Christophe Roussy', 'Steve', 'Rafa', 'Rahul Prajapat', 'BradB', 'Abhishek Bhandari', 'happybuddha', 'Vishal Verma', 'djangofan', 'CodeToLife', 'Nicolas Voron', 'Oleg Poltoratskii', 'TEH EMPRAH', 'Vincent Tang', 'user10309496']"
Java Class that implements Map and keeps insertion order?,592,8,387k,java dictionary key-value ,True,2009-03-25T21:22:04,2009-03-25T21:23:12,False,"['Shane', 'Michael Myers', 'Praveen Kishor', 'jvdneste', 'Pankaj Goyal', 'Peter Lawrey', 'Yash', 'jpalecek', 'j2emanue']"
Use Mockito to mock some methods but not others,591,5,642k,java mocking mockito ,True,2013-02-20T00:59:08,2013-02-20T01:02:37,False,"['Victor Grazi', 'Jon Newmuis', 'Sudarshan', 'ema', 'the dude', 'kflGalore']"
How to check certificate name and alias in keystore files?,590,12,1.3m,java android keystore ,True,2012-10-15T10:46:17,2012-10-15T11:08:30,False,"['Malthan', 'Romain Linsolas', 'enkara', 'Renjith', 'Ycnannamela', 'Svetoslav', 'Walk', 'Salah', 'Matheus Santz', 'Lova Chittumuri', 'Jaydeep Soni', 'Saboteur', 'sri e']"
How to install the JDK on Ubuntu Linux,590,34,1.4m,java ubuntu ,True,2013-02-09T12:51:42,2013-02-09T13:06:02,False,"['user2057084', 'Dhaval Shah', 'Julio Marins', 'Joachim Isaksson', 'Pratap Singh', 'Habchi', 'avtomaton', 'amadib', 'saharsh-jain', 'StarsSky', 'Cristiana Chavez', 'Devendra Chhaiya', 'Arash Hatami', 'as a guest', 'Gaurav Agarwal', 'TheMightyNight', 'simao', 'Jakub Pomykała', 'Ramin Darvishov', 'primeFactor', 'Md. Abu Nafee Ibna Zahid', 'Vitali Plagov', 'kazy', 'herrtim', 'Smart Networks', 'Jimmy', 'Jahid', 'hamideh', 'Rome', 'akshaypmurgod', 'PYK']"
Why does Math.round(0.49999999999999994) return 1?,589,5,78k,java floating-point double rounding ,True,2012-03-28T07:30:27,2012-03-28T07:38:01,False,"['Peter Lawrey', 'Oliver Charlesworth', 'Simon Nickerson', 'Chandra Sekhar', 'Danubian Sailor', 'S.P Singh']"
How to for each the hashmap? [duplicate],588,7,908k,java ,True,2010-11-20T20:58:27,2012-01-25T20:24:01,False,"['Mediator', 'Cyril N.', 'Nitin Mahesh', 'Bert F', 'akhil_mittal', 'Oliver Charlesworth', 'panahi', 'icyrock.com']"
